Country Name,Country Code,Indicator Name,Indicator Code,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
Armenia,ARM,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,5.581268756,5.71921238,3.049330616,1.457764316,0.812161556,1.056343751,0.782079349,1.020963998,1.070805882,0.970047068,1.123551888,1.149009633,1.004818907,1.13485222,1.226455557,1.463616668,1.483568657,1.730798803,1.907206545,1.521440581,1.473037526,1.686596291,1.962653917,1.89564639,1.896239708,1.855071711,1.769117961,1.882939997,2.013003806,2.187476318
American Samoa,ASM,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Antigua and Barbuda,ATG,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,3.316068722,3.45727127,4.485067817,3.797429899,3.727337786,3.947483845,4.011576263,4.072004269,4.409414099,4.470272687,4.396775698,4.592271862,5.052140497,5.251360825,5.067075486,5.133405907,5.439149485,5.608661826,5.765696379,16.44308782,5.717953317,6.226291338,7.984122865,5.310914481,5.378994904,5.448016028,5.520957555,5.487329756,5.566105586,5.644994745
Australia,AUS,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,15.44846309,15.31818147,15.35589021,15.48358224,15.7356156,16.11673989,16.50556081,16.71005709,17.66054099,17.73896007,17.83874781,17.93231449,18.1259907,17.87864148,18.35223496,18.34231341,18.36050142,18.52107744,18.30374888,18.22313904,17.59006927,17.29541584,17.02204223,16.44231571,15.83042152,15.863288,15.91465712,15.82324174,15.50348628,15.25361834
Austria,AUT,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,7.58936421,8.049113779,7.353926794,7.311242503,7.343640808,7.697264741,8.154273323,8.059697484,8.107272237,7.888819322,7.929785513,8.444109161,8.583317475,9.168343908,9.2756141,9.26611356,8.961569195,8.587801761,8.49967402,7.721143982,8.365014901,8.135474381,7.723614487,7.753699576,7.260404228,7.317158873,7.288819983,7.486161583,7.133063919,7.293984252
Azerbaijan,AZE,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,7.453450775,7.159655082,8.616847624,6.411111704,4.412529372,4.225196328,3.502511915,3.379580901,3.347655756,3.272055369,3.440349875,3.254758852,3.203641763,3.469717358,3.408174257,3.579663711,3.593590676,3.219791775,3.474678865,2.850039951,2.684902593,2.973918764,3.239102868,3.285616903,3.38119922,3.292452869,3.304019557,3.243341999,3.292832354,3.542397828
Burundi,BDI,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,0.031000441,0.039322031,0.03134204,0.034202066,0.034011121,0.033710992,0.035410126,0.035449847,0.036451965,0.037215745,0.04121973,0.03093232,0.03158399,0.023320739,0.021065949,0.020300794,0.023504249,0.022656874,0.021744097,0.020667406,0.032870932,0.038072143,0.037772528,0.038425245,0.036208018,0.03728857,0.040354655,0.047509798,0.060034078,0.060632409
Belgium,BEL,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,10.96677472,11.39089005,11.18250206,10.91876374,11.35869013,11.30237113,11.76078263,11.45537702,11.70341139,11.29525399,11.43958054,11.50432068,10.72798848,11.13131453,10.94122423,10.55578237,10.30057207,9.843115874,9.984152183,9.231701273,9.794792242,8.740505152,8.577525877,8.655477512,8.041711215,8.437851999,8.314931808,8.151095679,8.196338589,8.095583954
Benin,BEN,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,0.064284641,0.051010326,0.05130293,0.050822082,0.047270197,0.04961539,0.15635427,0.194143565,0.18377375,0.197390061,0.202914452,0.241263187,0.293334731,0.318570805,0.335674453,0.355853601,0.412965895,0.462547473,0.45135732,0.481874443,0.511343237,0.478081269,0.443375821,0.453984131,0.488937949,0.503988804,0.598574502,0.592405864,0.621404996,0.593957402
Burkina Faso,BFA,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,0.05475635,0.054457716,0.054174821,0.053861378,0.053511674,0.055055107,0.059315276,0.063318129,0.067850703,0.077166154,0.079105349,0.079185199,0.075995847,0.079812187,0.078833985,0.076390187,0.08661491,0.095547394,0.111857452,0.110542977,0.14208736,0.148169111,0.171791872,0.177473787,0.175015284,0.197670493,0.191953539,0.215266714,0.229003261,0.238644814
Bangladesh,BGD,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,0.107515189,0.099136937,0.106226087,0.110828229,0.117112942,0.140500306,0.140394058,0.155441825,0.1548044,0.158652739,0.167578315,0.195791792,0.204488116,0.209738657,0.219973061,0.232129713,0.251702277,0.263570649,0.28592783,0.305030148,0.340855944,0.362290354,0.38128578,0.393429486,0.409268211,0.457390879,0.465501758,0.490376738,0.509823919,0.548224197
Bulgaria,BGR,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,8.443170443,6.815048526,6.482311113,6.601503037,6.36222195,6.528617961,6.612597225,6.375068154,6.113759034,5.397884497,5.3144536,5.767159578,5.56323884,6.164371004,6.125548534,6.265854174,6.439923574,6.971191811,6.678624427,5.764030949,6.049544016,6.755278124,6.16215311,5.458963808,5.820924714,6.207865317,5.834881981,6.20129024,5.82203361,5.61085728
Bahrain,BHR,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,20.75691221,19.33079947,22.12924054,22.77975791,22.5367212,22.09046977,22.36249044,22.09477463,23.03400527,22.32229933,22.32086382,22.44415322,23.01142194,23.05154157,21.51296274,22.93992549,23.16214197,22.10407753,22.29941579,20.95886764,21.39834903,21.4672834,22.18069641,22.86646412,23.0945126,22.44993541,21.49452899,20.94953883,20.71483283,22.25958067
"Bahamas, The",BHS,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,7.241049361,7.389751429,9.114347828,7.25281437,7.040888172,7.344251788,6.788376463,6.028932428,7.482609275,7.243842734,6.8612429,6.73490562,7.185586001,7.031227258,6.558065108,6.06663493,5.954676135,5.927317345,6.064030782,16.763708,5.572343824,6.799841072,9.291709838,7.286399437,6.475968198,5.627748718,5.151827287,5.438324085,6.966803064,7.02002416
Bosnia and Herzegovina,BIH,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,5.333410468,4.761919569,3.735034719,3.398443969,0.839905059,0.898540392,1.07222799,2.097462589,2.614786325,2.533100057,3.340232333,3.280148522,3.467979645,3.554221693,3.758273196,3.964050371,4.41341062,4.713219518,5.264503308,5.309780195,5.468254775,6.34226534,5.976527998,6.039984526,5.45775095,5.56702529,6.417721919,6.592971597,6.646806748,6.26950657
Belarus,BLR,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,9.797486552,9.438839323,8.612563831,7.463583047,6.337174653,5.654400196,5.772882688,5.848321407,5.685088398,5.480346649,5.304816521,5.225335545,5.254649833,5.379335611,5.759420354,5.875465459,6.15517613,6.029733806,6.352864617,6.03919199,6.50264283,6.18814293,6.344981391,6.352712195,6.29728587,5.79426692,5.822979457,5.92135146,6.245507315,6.122237765
Belize,BLZ,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,1.807337791,2.306099902,2.62744418,2.420472044,2.267962261,2.259820393,1.715592833,2.118673342,2.000827008,1.761675396,1.871833482,2.136235389,2.03135308,1.931832781,1.616886162,1.676326344,1.766362196,1.78347283,1.635745622,4.647150877,1.738558122,2.03314949,1.987782604,1.334540246,1.362339788,1.889566003,1.769607872,1.708064964,1.648929754,1.644842482
Bermuda,BMU,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bolivia,BOL,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,1.466983569,1.500367638,1.507893994,1.351980234,1.237372497,1.094182456,1.037629139,1.120720938,1.046226056,0.974043056,0.955467087,0.920411924,0.932523206,1.002497624,1.029699705,1.07172703,1.176820301,1.243930681,1.326843405,1.3928523,1.48386965,1.597692149,1.648107801,1.744335009,1.869563447,1.871942391,1.954183691,1.989413174,2.00139482,1.896866998
Brazil,BRA,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,1.313148875,1.340059762,1.333347958,1.358614057,1.382155222,1.47558032,1.580429707,1.669151566,1.698961255,1.734776942,1.783495567,1.792136406,1.760670691,1.701862927,1.778455801,1.775667754,1.777453569,1.847997738,1.93919921,1.799323515,2.026600029,2.110701416,2.271403237,2.413423219,2.514601766,2.365340621,2.161272835,2.18934835,2.064980862,2.050685078
Barbados,BRB,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,3.785713182,3.777919985,4.534763962,3.831491025,3.935623892,4.079251858,4.03359298,4.406892988,4.817138392,4.921073551,4.685309665,4.936373537,5.141581148,5.158897772,5.06508264,5.269466252,5.43588806,5.452321728,6.528875498,16.87418464,5.642293,6.388709373,7.67568035,5.201090991,4.576691956,4.566981732,4.629479962,4.226557639,4.433511661,4.46141766
Brunei Darussalam,BRN,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,12.44616841,12.52501297,12.94085417,13.80337392,14.62654358,15.37962601,15.77420998,16.69779544,14.11829381,13.54553655,14.1348682,13.82253161,13.29637943,15.59123835,14.1485484,13.60722238,20.17124091,18.85158434,20.56853365,20.16340786,18.10363784,18.25626497,17.95226221,17.51266702,16.99243482,15.18613718,16.3617323,16.94261349,17.36231034,15.95715486
Bhutan,BTN,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,0.143255701,0.228990153,0.219802764,0.249597764,0.268579979,0.303296837,0.372097177,0.347434925,0.358974267,0.350268831,0.357625165,0.381278244,0.38769206,0.409689456,0.446160011,0.482419565,0.475299279,0.469473915,0.434948411,0.458664302,0.566960928,0.827105472,0.887477533,0.9192072,0.950625835,1.035957105,1.240395282,1.282863495,1.377779115,1.368151201
Botswana,BWA,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,2.094710744,1.977424047,2.322806795,2.222583915,2.048493426,2.066552045,1.845567699,1.895817715,2.222626214,2.281919981,2.333546614,2.196455024,2.244962877,2.145754814,2.135459126,2.261192087,2.120595049,2.196263694,2.18699553,2.044902973,1.611157378,1.818150348,1.567509836,2.444438666,3.092405764,3.01496063,2.818379111,3.051826901,2.981958516,2.900345721
Central African Republic,CAF,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,0.053395585,0.048308312,0.050138265,0.05179425,0.050190662,0.048829526,0.050541538,0.049154656,0.064696444,0.065657008,0.06384388,0.065023345,0.063602744,0.057116733,0.055891201,0.052271009,0.053558722,0.054850008,0.038054877,0.037243622,0.036480163,0.040151968,0.041899682,0.02498736,0.027090477,0.039424542,0.042820639,0.044028698,0.045144246,0.046071236
Canada,CAN,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,15.14888987,14.74101397,15.0282342,14.71338582,15.06034534,15.29060285,15.59259037,15.94398546,16.07651198,16.25852275,16.75762643,16.33156895,16.72030149,17.20830161,16.79426996,17.02748527,16.5953499,17.38057011,16.55692294,15.50214503,15.79214123,15.9959443,15.73447396,15.83846027,15.84990541,15.64858561,15.42060171,15.54457104,15.65057904,15.43061283
Central Europe and the Baltics,CEB,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,8.93084761,8.265722872,7.70855319,7.50868369,7.309019718,7.36973155,7.600190881,7.377857324,6.950032379,6.577331239,6.537890516,6.697935402,6.602296613,6.901531137,6.912707086,6.918208063,7.103265329,7.195473662,7.055778036,6.524016293,6.770831242,6.78806356,6.5520558,6.311025619,6.119356491,6.235843223,6.365207843,6.612609217,6.568852985,6.265421585
Switzerland,CHE,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,6.452219106,6.716198199,6.646920803,6.26237251,6.089683784,6.169852459,6.223265482,6.030549707,6.223627817,6.23321054,6.084142395,6.244939386,5.980985175,6.109823415,6.127509688,6.165024808,6.077017721,5.766034471,5.878910791,5.639327378,5.777702857,5.205754138,5.317086349,5.381151799,4.859165525,4.719648777,4.737656377,4.578884688,4.40199099,4.359041462
Channel Islands,CHI,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chile,CHL,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,2.287364306,2.160457073,2.199923569,2.308837605,2.507973936,2.703097138,3.072084583,3.46336681,3.468086602,3.586487186,3.284305637,3.119690069,3.129900358,3.165372737,3.431771626,3.460211752,3.498713712,3.914391861,4.080674185,3.888092376,4.101936926,4.45277178,4.521453066,4.74016879,4.32857636,4.60153513,4.782712706,4.740160313,4.631191732,4.798974486
China,CHN,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,1.914542564,2.000538765,2.07574444,2.244840637,2.32219225,2.563478593,2.521875898,2.547901551,2.605836859,2.517419885,2.650412428,2.774761175,2.975679521,3.427437253,3.954107458,4.46770003,4.910276132,5.306366015,5.435075622,5.798318754,6.335417691,6.901344429,7.046182675,7.324147115,7.294235506,7.146449357,7.115385005,7.230985031,7.487331894,7.605936961
Cote d'Ivoire,CIV,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,0.227529566,0.225559004,0.215760418,0.222281497,0.223875974,0.235668835,0.273446409,0.324085633,0.314648032,0.417841936,0.386317112,0.376330755,0.38679258,0.293103762,0.294959741,0.309959593,0.293904458,0.285603266,0.319593771,0.291617643,0.300662276,0.283820632,0.365276687,0.386750453,0.400077311,0.415735394,0.39605806,0.424983645,0.399702062,0.414187926
Cameroon,CMR,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,0.253706743,0.591795406,0.56478058,0.462088964,0.359564917,0.354232898,0.350636198,0.348607482,0.352088103,0.325873107,0.345225296,0.333048198,0.322357011,0.318570147,0.304591345,0.290590465,0.286739038,0.335856077,0.340308479,0.36388532,0.352650545,0.333025685,0.327109945,0.349006266,0.369962042,0.367623959,0.382934447,0.375924734,0.382426004,0.365754231
"Congo, Dem. Rep.",COD,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,0.088363915,0.046780718,0.038609734,0.048003019,0.053237637,0.048745788,0.051452095,0.050644549,0.049678047,0.044254123,0.033527838,0.031333162,0.031938324,0.037590001,0.035391381,0.03908029,0.03905338,0.040969045,0.040964036,0.038898257,0.039914896,0.043988524,0.03986035,0.053906873,0.067599923,0.041064418,0.029718421,0.033814538,0.035826095,0.035703604
"Congo, Rep.",COG,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,1.341474406,1.300620751,1.24159149,1.036941324,0.771761039,0.962692388,1.125472423,1.137376667,1.321001264,1.312710518,1.387989266,1.302971235,0.828540703,0.943161254,0.993504956,1.173479138,1.253499955,1.048952222,1.066118447,1.136889516,1.221302782,1.173592194,1.116001149,1.103961695,1.049574509,1.117608304,1.060379145,1.018383584,1.192781808,1.303239669
Colombia,COL,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,1.494721407,1.515960807,1.547185823,1.614341407,1.608705437,1.648869432,1.60103414,1.721283196,1.698273691,1.435789883,1.487690913,1.479496585,1.403320569,1.366613775,1.34723491,1.365199339,1.348750848,1.36653593,1.364363157,1.399334623,1.418240097,1.525086683,1.522418464,1.662271659,1.696732655,1.702683924,1.736028187,1.550928775,1.594862888,1.61474775
Comoros,COM,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,0.162368163,0.158271852,0.154528798,0.151084137,0.147842138,0.165371258,0.161848963,0.15840549,0.174432465,0.189954088,0.186303697,0.200824842,0.19676342,0.245558032,0.258107156,0.253086399,0.28115067,0.178311197,0.174750186,0.217901208,0.259136864,0.223856884,0.233729158,0.27166414,0.237891334,0.26019698,0.29481448,0.367616168,0.386442082,0.404558352
Cabo Verde,CPV,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,0.274301012,0.268297198,0.287998073,0.280792038,0.273866876,0.291699685,0.332536039,0.348307458,0.36345959,0.422572488,0.480086241,0.515067882,0.591677217,0.645713612,0.678198813,0.892808222,1.002236993,0.91137296,0.940556789,0.989065954,1.036046794,1.080525691,0.992762148,0.944549377,0.915623466,0.905524788,0.984967625,1.044332767,1.067923457,1.126457855
Costa Rica,CRI,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,0.908730238,0.944615292,1.249270381,1.227472358,1.390022561,1.346261926,1.238979781,1.200720646,1.313647463,1.289270857,1.243970825,1.337207782,1.338953375,1.384707622,1.396726876,1.452772045,1.498342217,1.711704365,1.670398033,1.577865312,1.538211273,1.587631905,1.572860452,1.623696834,1.616336585,1.540271137,1.63390596,1.654037158,1.66047244,1.620601418
Caribbean small states,CSS,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,4.552780894,4.57361079,4.841987689,4.316251193,4.038810913,4.087337687,4.171590372,4.274627976,4.473750604,4.471035357,4.364841166,4.599502958,4.736323251,5.191501195,5.252669531,5.446547901,5.974416495,6.040927001,5.649975422,6.879429922,5.512227259,5.783352616,5.934549887,5.678343308,5.584146366,5.441130193,5.128507176,4.982451173,5.137870978,5.102300694
Cuba,CUB,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,3.351940587,2.559313156,2.018778629,1.858695939,1.995002024,2.121408443,2.298634383,2.495879072,2.457005129,2.529337149,2.552722269,2.466081947,2.365253308,2.288552777,2.259183645,2.340363942,2.378197373,2.456102737,2.372167023,2.391168765,2.48972209,2.441871696,2.536852493,2.549997738,2.355271735,2.575861739,2.395518544,2.314666755,2.357823427,2.289537296
Curacao,CUW,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cayman Islands,CYM,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cyprus,CYP,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,5.821179455,6.395006138,6.761834135,6.949270327,7.081582675,6.783253596,7.056353104,7.019725428,7.226729058,7.374409618,7.519217242,7.244799602,7.299983584,7.827260383,7.637304807,7.617673867,7.579791518,7.738345614,7.771949369,7.45291945,6.993093741,6.663255087,6.138915802,5.510005269,5.785920877,5.769489846,6.027309716,6.090078661,5.907299543,5.851065608
Czechia,CZE,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,14.53545339,13.28020218,12.99916669,12.67975204,12.06841342,12.12132597,12.28667367,12.11067678,11.55194202,10.88599028,12.01065269,12.01181802,11.6241027,12.04336087,12.10540157,11.750804,11.77860313,12.00330783,11.39282817,10.64445418,10.71659406,10.4010178,10.09153928,9.620257259,9.264302843,9.400668002,9.627750042,9.611647341,9.492068199,9.022786158
Germany,DEU,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,12.02660923,11.65485055,11.07379165,10.93025817,10.75537534,10.70862967,11.04000324,10.63756246,10.54575967,10.15331952,10.09931602,10.29363415,10.10298472,10.13870882,9.950402591,9.729424378,9.886441614,9.527586652,9.617453045,8.97178632,9.453399722,9.299036295,9.451317705,9.62420735,9.088506897,9.087290909,9.073006686,8.858293847,8.536196091,7.911621016
Djibouti,DJI,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,0.46779735,0.461400653,0.48138871,0.490812802,0.465133437,0.508243874,0.465369527,0.494170288,0.56121568,0.542140286,0.498630115,0.496414062,0.506887982,0.5084256,0.488774686,0.517535433,0.507705922,0.54322951,0.532345058,0.521582992,0.565709907,0.512376551,0.523945899,0.576278131,0.404413369,0.457138777,0.410452452,0.403755684,0.378358648,0.391063625
Dominica,DMA,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,0.86354543,0.867791904,1.157541382,1.156587489,1.156102778,1.445065823,1.156637654,1.447576034,1.595636659,1.601211098,1.902086443,2.20093026,1.757932632,2.045527609,2.333245784,2.329848217,2.473015068,2.617230202,2.616963845,7.268815328,2.617991523,2.618486619,3.629079085,2.470248068,2.594744305,2.571171556,2.56867652,2.414669855,2.400350194,2.380019065
Denmark,DNK,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,10.13239021,12.18400644,11.02802546,11.4404039,12.13941892,11.46488125,13.93482212,12.0435399,11.25707668,10.6599291,9.850895645,10.12356724,10.01500952,10.98769807,9.941672844,9.262963492,10.69102319,9.779475634,9.125129139,8.678105357,8.673891232,7.73708669,6.835287325,7.116737849,6.347153074,5.929462754,6.166190299,5.746767737,5.718343553,5.107988509
Dominican Republic,DOM,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,1.102538307,1.13074271,1.295214707,1.256587515,1.442270221,1.504494487,1.588804433,1.779124514,2.006731122,2.114993341,2.185980198,2.189400441,2.374048821,2.099810573,1.910843526,2.03933155,2.194057759,2.194165833,2.161095485,2.037715127,2.115437662,2.111324225,2.161325425,2.096080931,2.086146747,2.266997983,2.335766826,2.211839912,2.35102193,2.502324464
Algeria,DZA,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,2.466487087,2.541908681,2.498850114,2.640167312,2.634856434,2.684175186,2.62621912,2.525102515,2.494597434,2.554201147,2.601169321,2.520753752,2.605558691,2.751133152,2.752675665,2.857993398,2.985187939,3.02349703,3.116901119,3.187006485,3.184373742,3.305372102,3.621254802,3.658360898,3.811645127,3.95188518,3.84017304,3.849132018,3.948290258,4.010034523
East Asia & Pacific (excluding high income),EAP,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,1.668698279,1.740518489,1.793062887,1.924414617,1.99029211,2.18733273,2.174621374,2.20826117,2.228215797,2.179271383,2.276955596,2.377975231,2.525050146,2.857738725,3.242062029,3.601889382,3.909468674,4.188446388,4.279677646,4.507396191,4.899516352,5.296884898,5.399352585,5.576759489,5.581081303,5.498354389,5.475842666,5.580868482,5.803674518,5.930300123
Early-demographic dividend,EAR,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,1.281998132,1.313102861,1.319348081,1.337566706,1.37213057,1.405130943,1.444755393,1.485508034,1.501657412,1.521209897,1.550064672,1.558727497,1.578370514,1.615538534,1.67398655,1.716774365,1.781097803,1.857636542,1.899319663,1.9264574,1.990642039,2.036603271,2.1064244,2.100355483,2.176198768,2.16491432,2.168779107,2.224919894,2.247948795,2.234386826
East Asia & Pacific,EAS,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,2.480805485,2.559228572,2.61839431,2.746101811,2.844546896,3.042920265,3.047442315,3.07794092,3.040203656,3.026346737,3.150663998,3.241190978,3.38688286,3.692719122,4.056498312,4.384405749,4.659295643,4.941169277,4.994842497,5.180631707,5.586239059,5.988208696,6.097872323,6.258263184,6.227108696,6.140153263,6.116007858,6.212693332,6.398911291,6.489710148
Europe & Central Asia (excluding high income),ECA,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,10.62842538,10.25997846,9.592863866,8.721202851,7.723492088,7.458950367,7.194871537,6.811499401,6.801739237,6.78911266,6.968515854,6.933251393,7.023070418,7.311183518,7.300464236,7.333744181,7.619776328,7.751933149,7.826112805,7.185595068,7.506651044,7.876863508,7.738127804,7.553807171,7.26427743,7.02726693,7.062304613,7.177095412,7.351726877,7.364193848
Europe & Central Asia,ECS,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,9.471922925,9.280309573,8.834792483,8.350787673,7.89101662,7.821622468,7.835086738,7.559276494,7.546978549,7.471500273,7.554165663,7.611300309,7.61127594,7.835627788,7.819550047,7.788564939,7.902909822,7.874599739,7.785041253,7.167274512,7.410140526,7.409281312,7.304088401,7.120010097,6.771869037,6.705429407,6.700567216,6.74502849,6.736416246,6.57407725
